sentence,version
"You shall go to the ball."" With a wave of her wand, Cinderella's rags were transformed into a stunning gown, and on her feet, she wore the most delicate glass slippers that sparkled like stars.",kids
"Her fairy godmother turned a pumpkin into a magnificent carriage and mice into beautiful horses, so Cinderella could travel to the palace in style.",kids
"Before she left, the fairy godmother gave Cinderella a piece of advice: ""Remember, my dear, the magic will only last until midnight.",kids
"When the clock strikes twelve, you must leave the palace and return home."" Cinderella thanked her fairy godmother and climbed into the magical carriage.",kids
"As she arrived at the palace, she felt like a princess, her heart dancing with joy.",kids
"The moment Cinderella entered the ballroom, the entire room fell silent.",kids
"The prince, charmed by her beauty, approached her, and they danced together like a dream.",kids
Cinderella was the happiest she had ever been.,kids
"But as the hours flew by, she suddenly heard the bells of the palace clock.",kids
The first stroke of midnight sent a shiver down her spine.,kids
She remembered her fairy godmother's warning and knew she must leave.,kids
Cinderella hurriedly said goodbye to the prince and fled from the palace.,kids
"As she ran down the grand staircase, one of her glass slippers slipped off her foot.",kids
"She didn't have time to retrieve it, and so, with only one glass slipper, she disappeared into the night.",kids
"Cinderella's beautiful gown and glass slippers turned back into rags, leaving her with only the memory of the enchanting evening she had spent at the palace.",kids
"The next day, the prince was determined to find the owner of the glass slipper.",kids
"He and his attendants traveled throughout the kingdom, visiting every home to see if the slipper would fit any young maiden.",kids
"When they arrived at Cinderella's cottage, her stepsisters eagerly tried to fit their feet into the glass slipper.",kids
"But it was too small for them, and their feet simply couldn't squeeze in.",kids
"Cinderella watched, hidden from view, as her stepsisters attempted to trick the prince.",kids
"Then, she stepped forward and, with a hopeful heart, asked, ""May I try?"" The prince agreed, and as she placed her foot into the glass slipper, it fit perfectly.",kids
The prince's eyes lit up with joy as he realized he had found the maiden he had danced with at the ball.,kids
Cinderella's stepsisters were astonished and upset.,kids
"But even though they were mean to her, Cinderella didn't feel angry.",kids
"Instead, she forgave them for their unkindness, as she believed that kindness was the most important thing in the world.",kids
"And so, Cinderella was reunited with the prince, and they lived happily ever after, proving that goodness, kindness, and a loving heart could overcome the challenges life may bring.",kids
Once upon a time there was a sweet little girl.,grimm
"Everyone who saw her liked her, but most of all her grandmother, who did not know what to give the child next.",grimm
Once she gave her a little cap made of red velvet.,grimm
"Because it suited her so well, and she wanted to wear it all the time, she came to be known as Little Red Riding Hood.",grimm
"One day her mother said to her: ""Come Little Red Riding Hood.",grimm
Here is a piece of cake and a bottle of wine.,grimm
Take them to your grandmother.,grimm
"She is sick and weak, and they will do her well.",grimm
Mind your manners and give her my greetings.,grimm
"Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your sick grandmother."" Little Red Riding Hood promised to obey her mother.",grimm
"The grandmother lived out in the woods, a half hour from the village.",grimm
When Little Red Riding Hood entered the woods a wolf came up to her.,grimm
"She did not know what a wicked animal he was, and was not afraid of him.",grimm
"""Good day to you, Little Red Riding Hood."" - ""Thank you, wolf."" - ""Where are you going so early, Little Red Riding Hood?"" - ""To grandmother's."" - ""And what are you carrying under your apron?"" - ""Grandmother is sick and weak, and I am taking her some cake and wine.",grimm
"We baked yesterday, and they should give her strength."" - ""Little Red Riding Hood, just where does your grandmother live?"" - ""Her house is a good quarter hour from here in the woods, under the three large oak trees.",grimm
There's a hedge of hazel bushes there.,grimm
"You must know the place,"" said Little Red Riding Hood.",grimm
"The wolf thought to himself: ""Now there is a tasty bite for me.",grimm
"Just how are you going to catch her?"" Then he said: ""Listen, Little Red Riding Hood, haven't you seen the beautiful flowers that are blossoming in the woods?",grimm
Why don't you go and take a look?,grimm
And I don't believe you can hear how beautifully the birds are singing.,grimm
You are walking along as though you were on your way to school in the village.,grimm
"It is very beautiful in the woods."" Little Red Riding Hood opened her eyes and saw the sunlight breaking through the trees and how the ground was covered with beautiful flowers.",grimm
"She thought: ""If a take a bouquet to grandmother, she will be very pleased.",grimm
"Anyway, it is still early, and I'll be home on time."" And she ran off into the woods looking for flowers.",grimm
"Each time she picked one she thought that she could see an even more beautiful one a little way off, and she ran after it, going further and further into the woods.",grimm
But the wolf ran straight to the grandmother's house and knocked on the door.,grimm
"""Who's there?"" - ""Little Red Riding Hood.",grimm
I'm bringing you some cake and wine.,grimm
"Open the door for me."" - ""Just press the latch,"" called out the grandmother.",grimm
"""I'm too weak to get up."" The wolf pressed the latch, and the door opened.",grimm
"He stepped inside, went straight to the grandmother's bed, and ate her up.",grimm
"Then he took her clothes, put them on, and put her cap on his head.",grimm
He got into her bed and pulled the curtains shut.,grimm
"Little Red Riding Hood had run after flowers, and did not continue on her way to grandmother's until she had gathered all that she could carry.",grimm
"When she arrived, she found, to her surprise, that the door was open.",grimm
"She walked into the parlor, and everything looked so strange that she thought: ""Oh, my God, why am I so afraid?",grimm
"I usually like it at grandmother's."" Then she went to the bed and pulled back the curtains.",grimm
Grandmother was lying there with her cap pulled down over her face and looking very strange.,grimm
"""Oh, grandmother, what big ears you have!"" - ""All the better to hear you with."" - ""Oh, grandmother, what big eyes you have!"" - ""All the better to see you with."" - ""Oh, grandmother, what big hands you have!"" - ""All the better to grab you with!"" - ""Oh, grandmother, what a horribly big mouth you have!"" - ""All the better to eat you with!"" And with that he jumped out of bed, jumped on top of poor Little Red Riding Hood, and ate her up.",grimm
"As soon as the wolf had finished this tasty bite, he climbed back into bed, fell asleep, and began to snore very loudly.",grimm
A huntsman was just passing by.,grimm
"He thought it strange that the old woman was snoring so loudly, so he decided to take a look.",grimm
"He stepped inside, and in the bed there lay the wolf that he had been hunting for such a long time.",grimm
"""He has eaten the grandmother, but perhaps she still can be saved.",grimm
"I won't shoot him,"" thought the huntsman.",grimm
So he took a pair of scissors and cut open his belly.,grimm
He had cut only a few strokes when he saw the red cap shining through.,grimm
"He cut a little more, and the girl jumped out and cried: ""Oh, I was so frightened!",grimm
"It was so dark inside the wolf's body!"" And then the grandmother came out alive as well.",grimm
Then Little Red Riding Hood fetched some large heavy stones.,grimm
"They filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he fell down dead.",grimm
The three of them were happy.,grimm
The huntsman took the wolf's pelt.,grimm
The grandmother ate the cake and drank the wine that Little Red Riding Hood had brought.,grimm
"And Little Red Riding Hood thought to herself: ""As long as I live, I will never leave the path and run off into the woods by myself if mother tells me not to."" They also tell how Little Red Riding Hood was taking some baked things to her grandmother another time, when another wolf spoke to her and wanted her to leave the path.",grimm
But Little Red Riding Hood took care and went straight to grandmother's.,grimm
"She told her that she had seen the wolf, and that he had wished her a good day, but had stared at her in a wicked manner.",grimm
"""If we hadn't been on a public road, he would have eaten me up,"" she said.",grimm
"""Come,"" said the grandmother.",grimm
"""Let's lock the door, so he can't get in."" Soon afterward the wolf knocked on the door and called out: ""Open up, grandmother.",grimm
"It's Little Red Riding Hood, and I'm bringing you some baked things."" They remained silent, and did not open the door.",grimm
"The wicked one walked around the house several times, and finally jumped onto the roof.",grimm
"He wanted to wait until Little Red Riding Hood went home that evening, then follow her and eat her up in the darkness.",grimm
But the grandmother saw what he was up to.,grimm
There was a large stone trough in front of the house.,grimm
"""Fetch a bucket, Little Red Riding Hood,"" she said.",grimm
"""Yesterday I cooked some sausage.",grimm
"Carry the water that I boiled them with to the trough."" Little Red Riding Hood carried water until the large, large trough was clear full.",grimm
The smell of sausage arose into the wolf's nose.,grimm
"He sniffed and looked down, stretching his neck so long that he could no longer hold himself, and he began to slide.",grimm
"He slid off the roof, fell into the trough, and drowned.",grimm
And Little Red Riding Hood returned home happily and safely.,grimm
"Once upon a time there lived in a certain village a little country girl, the prettiest creature was ever seen.",lang
Her mother was excessively fond of her; and her grandmother doted on her still more.,lang
This good woman had made for her a little red riding-hood; which became the girl so extremely well that everybody called her Little Red Riding-Hood.,lang
"One day her mother, having made some custards, said to her: ""Go, my dear, and see how thy grandmamma does, for I hear she has been very ill; carry her a custard, and this little pot of butter."" Little Red Riding-Hood set out immediately to go to her grandmother, who lived in another village.",lang
"As she was going through the wood, she met with Gaffer Wolf, who had a very great mind to eat her up, but he dared not, because of some faggot-makers hard by in the forest.",lang
He asked her whither she was going.,lang
"The poor child, who did not know that it was dangerous to stay and hear a wolf talk, said to him: ""I am going to see my grandmamma and carry her a custard and a little pot of butter from my mamma."" ""Oh! ay,"" answered Little Red Riding-Hood; ""it is beyond that mill you see there, at the first house in the village."" ""Well,"" said the Wolf, ""and I'll go and see her too.",lang
"I'll go this way and you go that, and we shall see who will be there soonest."" The Wolf began to run as fast as he could, taking the nearest way, and the little girl went by that farthest about, diverting herself in gathering nuts, running after butterflies, and making nosegays of such little flowers as she met with.",lang
The Wolf was not long before he got to the old woman's house.,lang
"He knocked at the door—tap, tap.",lang
"""Who's there?"" ""Your grandchild, Little Red Riding-Hood,"" replied the Wolf, counterfeiting her voice; ""who has brought you a custard and a little pot of butter sent you by mamma."" The good grandmother, who was in bed, because she was somewhat ill, cried out: ""Pull the bobbin, and the latch will go up."" The Wolf pulled the bobbin, and the door opened, and then presently he fell upon the good woman and ate her up in a moment, for it was above three days that he had not touched a bit.",lang
"He then shut the door and went into the grandmother's bed, expecting Little Red Riding-Hood, who came some time afterward and knocked at the door—tap, tap.",lang
"""Who's there?"" Little Red Riding-Hood, hearing the big voice of the Wolf, was at first afraid; but believing her grandmother had got a cold and was hoarse, answered: ""'Tis your grandchild, Little Red Riding-Hood, who has brought you a custard and a little pot of butter mamma sends you."" The Wolf cried out to her, softening his voice as much as he could: ""Pull the bobbin, and the latch will go up."" Little Red Riding-Hood pulled the bobbin, and the door opened.",lang
"The Wolf, seeing her come in, said to her, hiding himself under the bed-clothes: ""Put the custard and the little pot of butter upon the stool, and come and lie down with me."" Little Red Riding-Hood undressed herself and went into bed, where, being greatly amazed to see how her grandmother looked in her night-clothes, she said to her: ""Grandmamma, what great arms you have got!"" ""That is the better to hug thee, my dear."" ""Grandmamma, what great legs you have got!"" ""That is to run the better, my child."" ""Grandmamma, what great ears you have got!"" ""That is to hear the better, my child."" ""Grandmamma, what great eyes you have got!"" ""It is to see the better, my child."" ""Grandmamma, what great teeth you have got!"" ""That is to eat thee up."" And, saying these words, this wicked wolf fell upon Little Red Riding-Hood, and ate her all up.",lang
"Once upon a time, there lived in a certain village, a little country girl, the prettiest creature was ever seen.",perrault
Her mother was excessively fond of her; and her grand-mother doated on her much more.,perrault
"This good woman got made for her a little red riding-hood; which became the girl so extremely well, that every body called her Little Red Riding-Hood.",perrault
"One day, her mother, having made some girdle-cakes, said to her: ""Go, my dear, and see how thy grand-mamma does, for I hear she has been very ill, carry her a girdle-cake, and this little pot of butter."" Little Red Riding-Hood set out immediately to go to her grand-mother, who lived in another village.",perrault
"As she was going thro' the wood, she met with Gaffer Wolf, who had a very great mind to eat her up, but he durst not, because of some faggot-makers hard by in the forest.",perrault
He asked her whither she was going.,perrault
"The poor child, who did not know that it was dangerous to stay and hear a Wolf talk, said to him: ""I am going to see my grand-mamma, and carry her a girdle-cake, and a little pot of butter, from my mamma."" ""Does she live far off?"" said the Wolf.",perrault
"""Oh! ay,"" answered Little Red Riding-Hood, ""it is beyond that mill you see there, at the first house in the village."" ""Well,"" said the Wolf, ""and I'll go and see her too: I'll go this way, and you go that, and we shall see who will be there soonest."" The Wolf began to run as fast as he could, taking the nearest way; and the little girl went by that farthest about, diverting herself in gathering nuts, running after butterflies, and making nosegays of such little flowers as she met with.",perrault
"The Wolf was not long before he got to the old woman's house: he knocked at the door, tap, tap.",perrault
"""Who's there?"" ""Your grand-child, Little Red Riding-Hood,"" replied the Wolf, counterfeiting her voice, ""who has brought you a girdle-cake, and a little pot of butter, sent you by mamma."" The good grand-mother, who was in bed, because she found herself somewhat ill, cry'd out: ""Pull the peg, and the bolt will fall."" The Wolf pull'd the peg, and the door opened, and then presently he fell upon the good woman, and ate her up in a moment; for it was above three days that he had not touched a bit.",perrault
"He then shut the door, and went into the grand-mother's bed, expecting Little Red Riding-Hood, who came some time afterwards, and knock'd at the door, tap, tap.",perrault
"""Who's there?"" Little Red Riding-Hood, hearing the big voice of the Wolf, was at first afraid; but believing her grand-mother had got a cold, and was hoarse, answered: ""'Tis your grand-child, Little Red Riding-Hood, who has brought you a girdle-cake, and a little pot of butter, mamma sends you."" The Wolf cried out to her, softening his voice as much as he could, ""Pull the peg, and the bolt will fall."" Little Red Riding-Hood pulled the peg, and the door opened.",perrault
"The Wolf seeing her come in, said to her, hiding himself under the bedclothes: ""Put the cake, and the little pot of butter upon the bread-bin, and come and lye down with me."" Little Red Riding-Hood undressed herself, and went into bed; where, being greatly amazed to see how her grand-mother looked in her night-cloaths, she said to her: ""Grand-mamma, what great arms you have got!"" ""That is the better to hug thee, my dear."" ""Grand-mamma, what great legs you have got!"" ""That is to run the better, my child."" ""Grand-mamma, what great ears you have got!"" ""That is to hear the better, my child."" ""Grand-mamma, what great eyes you have got!"" ""It is to see the better, my child."" ""Grand-mamma, what great teeth you have got!"" ""That is to eat thee up."" And, saying these words, this wicked Wolf fell upon poor Little Red Riding-Hood, and ate her all up.",perrault
"Once upon a time, in a cozy village surrounded by a deep green forest, there lived a sweet little girl named Little Red Riding Hood.",kids
She was called that because of the bright red hooded cloak her grandmother had sewn just for her.,kids
It was her favorite thing to wear.,kids
"Little Red loved visiting her grandmother, who lived in a cottage on the other side of the woods.",kids
"One sunny morning, her mother packed a small basket with warm muffins, a jar of golden honey, and some herbal tea.",kids
"""Take this to Grandma and stay on the path,"" her mother said.",kids
"""And remember—never talk to strangers."" ""I promise, Mama,"" Little Red said cheerfully and skipped off into the forest, her red cloak fluttering behind her like a flag.",kids
"As she followed the winding trail, the birds chirped overhead and butterflies danced beside her.",kids
"But hidden behind a tree, a sneaky gray wolf watched with sharp eyes.",kids
The wolf stepped out and smiled in a friendly way.,kids
"""Good morning, little one.",kids
"Where are you going with that lovely basket?"" ""To visit my grandmother,"" Little Red replied politely.",kids
"""She's not feeling well, so I'm bringing her some treats."" ""Ah,"" said the wolf, pretending to care.",kids
"""What a kind girl you are!",kids
Wouldn't some fresh flowers make her feel even better?,kids
"There's a meadow just over there."" Little Red looked and saw a sunny patch full of colorful wildflowers.",kids
"""That's a great idea!"" she said and walked over to pick a few.",kids
"While she gathered flowers, the wolf dashed off to Grandma's cottage, his paws barely making a sound.",kids
"When he arrived, he knocked on the door.",kids
"Grandma, who was resting in bed, called out, ""Come in!"" But when she saw the wolf, she gasped.",kids
"Quick as a flash, he locked her in the closet and put on her cap and glasses.",kids
"A little while later, Little Red arrived and knocked.",kids
"""Grandma, it's me!"" she called.",kids
"""I brought you muffins and honey!"" ""Come in, my dear,"" the wolf said in a high, squeaky voice.",kids
Little Red stepped inside but paused.,kids
Something felt strange.,kids
"""Grandma, what big eyes you have,"" she said slowly.",kids
"""The better to see you with, my dear,"" the wolf replied.",kids
"""And what big ears you have!"" ""The better to hear you with."" ""And… what big teeth you have!"" Little Red said, taking a step back.",kids
"""The better to eat you with!"" the wolf growled, leaping out of bed.",kids
"Just as he jumped toward her, the door burst open!",kids
A brave woodsman had been passing by and heard the strange voices.,kids
"With a loud shout, he rushed in and scared the wolf away with his axe.",kids
The woodsman opened the closet and helped Grandma out.,kids
"She gave Little Red a big, relieved hug.",kids
"From that day on, Little Red Riding Hood never wandered from the path again and never spoke to strangers, no matter how friendly they seemed.",kids
She thanked the woodsman with a warm muffin and a smile—and always remembered the adventure in the forest.,kids
"In past times there were a king and a queen, who said every day, ""Oh, if only we had a child!"" but they never received one.",grimm
"Then it happened one day while the queen was sitting in her bath, that a frog crept out of the water onto the ground and said to her, ""Your wish shall be fulfilled, and before a year passes you will bring a daughter into the world."" What the frog said did happen, and the queen gave birth to a girl who was so beautiful that the king could not contain himself for joy, and he ordered a great celebration.",grimm
"He invited not only his relatives, friends, and acquaintances, but also the wise women so that they would be kindly disposed toward the child.",grimm
"There were thirteen of them in his kingdom, but because he had only twelve golden plates from which they were to eat, one of them had to remain at home.",grimm
"The feast was celebrated with great splendor, and at its conclusion the wise women presented the child with their magic gifts.",grimm
"The one gave her virtue, the second one beauty, the third one wealth, and so on with everything that one could wish for on earth.",grimm
The eleventh one had just pronounced her blessing when the thirteenth one suddenly walked in.,grimm
"She wanted to avenge herself for not having been invited, and without greeting anyone or even looking at them she cried out with a loud voice, ""In the princess's fifteenth year she shall prick herself with a spindle and fall over dead."" And without saying another word she turned around and left the hall.",grimm
"Everyone was horrified, and the twelfth wise woman, who had not yet offered her wish, stepped foreward.",grimm
"Because she was unable to undo the wicked wish, but only to soften it, she said, ""It shall not be her death.",grimm
"The princess will only fall into a hundred-year deep sleep."" The king, wanting to rescue his dear child, issued an order that all spindles in the entire kingdom should be burned.",grimm
"The wise women's gifts were all fulfilled on the girl, for she was so beautiful, well behaved, friendly, and intelligent that everyone who saw her had to love her.",grimm
"Now it happened that on the day when she turned fifteen years of age the king and the queen were not at home, and the girl was all alone in the castle.",grimm
"She walked around from one place to the next, looking into rooms and chambers as her heart desired.",grimm
Finally she came to an old tower.,grimm
"She climbed up the narrow, winding stairs and arrived at a small door.",grimm
"In the lock there was a rusty key, and when she turned it the door sprang open.",grimm
There in a small room sat an old woman with a spindle busily spinning her flax.,grimm
"""Good day, old woman,"" said the princess.",grimm
"""What are you doing there?"" ""I am spinning,"" said the old woman, nodding her head.",grimm
"""What is that thing that is so merrily bouncing about?"" asked the girl, taking hold of the spindle, for she too wanted to spin.",grimm
"She had no sooner touched the spindle when the magic curse was fulfilled, and she pricked herself in the finger.",grimm
"The instant that she felt the prick she fell onto a bed that was standing there, and she lay there in a deep sleep.",grimm
And this sleep spread throughout the entire castle.,grimm
"The king and queen, who had just returned home, walked into the hall and began falling asleep, and all of their attendants as well.",grimm
"The horses fell asleep in their stalls, the dogs in the courtyard, the pigeons on the roof, the flies on the walls, and even the fire on the hearth flickered, stopped moving, and fell asleep.",grimm
The roast stopped sizzling.,grimm
"The cook, who was about to pull kitchen boy's hair for having done something wrong, let him loose and fell asleep.",grimm
"The wind stopped blowing, and outside the castle not a leaf was stirring in the trees.",grimm
"Round about the castle a thorn hedge began to grow, and every year it became higher, until it finally surrounded and covered the entire castle.",grimm
"Finally nothing at all could be seen of it, not even the flag on the roof.",grimm
"A legend circulated throughout the land about the beautiful sleeping Little Brier-Rose, for so the princess was called.",grimm
"Legends also told that from time to time princes came, wanting to force their way through the hedge into the castle.",grimm
"However, they did not succeed, for the thorns held firmly together, as though they had hands, and the young men became stuck in them, could not free themselves, and died miserably.",grimm
"Many long, long years later, once again a prince came to the country.",grimm
He heard an old man telling about the thorn hedge.,grimm
"It was said that there was a castle behind it, in which a beautiful princess named Little Brier-Rose had been asleep for a hundred years, and with her the king and the queen and all the royal attendants were sleeping.",grimm
"He also knew from his grandfather that many princes had come and tried to penetrate the thorn hedge, but they had become stuck in it and died a sorrowful death.",grimm
"Then the young man said, ""I am not afraid.",grimm
"I will go there and see the beautiful Little Brier-Rose."" However much the good old man tried to dissuade him, the prince would not listen to his words.",grimm
"The hundred years had just passed, and the day had come when Little Brier-Rose was to awaken.",grimm
"When the prince approached the thorn hedge, it was nothing but large, beautiful flowers that separated by themselves, allowing him to pass through without harm, but then behind him closed back into a hedge.",grimm
"In the courtyard he saw the horses and spotted hunting dogs lying there asleep, and on the roof the pigeons, perched with their little heads tucked under they wings.",grimm
"When he walked inside the flies were asleep on the wall, the cook in the kitchen was still holding up his hand as if he wanted to grab the boy, and the maid was sitting in front of the black chicken that was supposed to be plucked.",grimm
"He walked further and saw all the attendants lying asleep in the hall, and above them near the throne the king and the queen were lying.",grimm
"He walked on still further, and it was so quiet that he could hear his own breath.",grimm
Finally he came to the tower and opened the door to the little room where Little Brier-Rose was sleeping.,grimm
There she lay and was so beautiful that he could not take his eyes off her.,grimm
He bent over and gave her a kiss.,grimm
"When he touched her with the kiss Little Brier-Rose opened her eyes, awoke, and looked at him kindly.",grimm
"They went downstairs together, and the king awoke, and the queen, and all the royal attendants, and they looked at one another in amazement.",grimm
The horses in the courtyard stood up and shook themselves.,grimm
The hunting dogs jumped and wagged their tails.,grimm
"The pigeons on the roof pulled their little heads out from beneath their wings, looked around, and flew into the field.",grimm
The flies on the walls crept about again.,grimm
"The fire in the kitchen rose up, broke into flames, and cooked the food.",grimm
The roast began to sizzle once again.,grimm
"The cook boxed the boy's ears, causing him to cry, and the maid finished plucking the chicken.",grimm
"And then the prince's marriage to Little Brier-Rose was celebrated with great splendor, and they lived happily until they died.",grimm
"There were formerly a king and a queen, who were so sorry that they had no children; so sorry that it cannot be expressed.",lang
"They went to all the waters in the world; vows, pilgrimages, all ways were tried, and all to no purpose.",lang
"At last, however, the Queen had a daughter.",lang
"There was a very fine christening; and the Princess had for her god- mothers all the fairies they could find in the whole kingdom (they found seven), that every one of them might give her a gift, as was the custom of fairies in those days.",lang
By this means the Princess had all the perfections imaginable.,lang
"After the ceremonies of the christening were over, all the company returned to the King's palace, where was prepared a great feast for the fairies.",lang
"There was placed before every one of them a magnificent cover with a case of massive gold, wherein were a spoon, knife, and fork, all of pure gold set with diamonds and rubies.",lang
"But as they were all sitting down at table they saw come into the hall a very old fairy, whom they had not invited, because it was above fifty years since she had been out of a certain tower, and she was believed to be either dead or enchanted.",lang
"The King ordered her a cover, but could not furnish her with a case of gold as the others, because they had only seven made for the seven fairies.",lang
"The old Fairy fancied she was slighted, and muttered some threats between her teeth.",lang
"One of the young fairies who sat by her overheard how she grumbled; and, judging that she might give the little Princess some unlucky gift, went, as soon as they rose from table, and hid herself behind the hangings, that she might speak last, and repair, as much as she could, the evil which the old Fairy might intend.",lang
In the meanwhile all the fairies began to give their gifts to the Princess.,lang
"The youngest gave her for gift that she should be the most beautiful person in the world; the next, that she should have the wit of an angel; the third, that she should have a wonderful grace in everything she did; the fourth, that she should dance perfectly well; the fifth, that she should sing like a nightingale; and the sixth, that she should play all kinds of music to the utmost perfection.",lang
"The old Fairy's turn coming next, with a head shaking more with spite than age, she said that the Princess should have her hand pierced with a spindle and die of the wound.",lang
"This terrible gift made the whole company tremble, and everybody fell a-crying.",lang
"At this very instant the young Fairy came out from behind the hangings, and spake these words aloud: ""Assure yourselves, O King and Queen, that your daughter shall not die of this disaster.",lang
"It is true, I have no power to undo entirely what my elder has done.",lang
"The Princess shall indeed pierce her hand with a spindle; but, instead of dying, she shall only fall into a profound sleep, which shall last a hundred years, at the expiration of which a king's son shall come and awake her."" The King, to avoid the misfortune foretold by the old Fairy, caused immediately proclamation to be made, whereby everybody was forbidden, on pain of death, to spin with a distaff and spindle, or to have so much as any spindle in their houses.",lang
"About fifteen or sixteen years after, the King and Queen being gone to one of their houses of pleasure, the young Princess happened one day to divert herself in running up and down the palace; when going up from one apartment to another, she came into a little room on the top of the tower, where a good old woman, alone, was spinning with her spindle.",lang
This good woman had never heard of the King's proclamation against spindles.,lang
"""What are you doing there, goody?"" said the Princess.",lang
"""I am spinning, my pretty child,"" said the old woman, who did not know who she was.",lang
"""Ha!"" said the Princess, ""this is very pretty; how do you do it?",lang
"Give it to me, that I may see if I can do so."" She had no sooner taken it into her hand than, whether being very hasty at it, somewhat unhandy, or that the decree of the Fairy had so ordained it, it ran into her hand, and she fell down in a swoon.",lang
"The good old woman, not knowing very well what to do in this affair, cried out for help.",lang
"People came in from every quarter in great numbers; they threw water upon the Princess's face, unlaced her, struck her on the palms of her hands, and rubbed her temples with Hungary- water; but nothing would bring her to herself.",lang
"And now the King, who came up at the noise, bethought himself of the prediction of the fairies, and, judging very well that this must necessarily come to pass, since the fairies had said it, caused the Princess to be carried into the finest apartment in his palace, and to be laid upon a bed all embroidered with gold and silver.",lang
"One would have taken her for a little angel, she was so very beautiful; for her swooning away had not diminished one bit of her complexion; her cheeks were carnation, and her lips were coral; indeed, her eyes were shut, but she was heard to breathe softly, which satisfied those about her that she was not dead.",lang
"The King commanded that they should not disturb her, but let her sleep quietly till her hour of awaking was come.",lang
"The good Fairy who had saved her life by condemning her to sleep a hundred years was in the kingdom of Matakin, twelve thousand leagues off, when this accident befell the Princess; but she was instantly informed of it by a little dwarf, who had boots of seven leagues, that is, boots with which he could tread over seven leagues of ground in one stride.",lang
"The Fairy came away immediately, and she arrived, about an hour after, in a fiery chariot drawn by dragons.",lang
"The King handed her out of the chariot, and she approved everything he had done, but as she had very great foresight, she thought when the Princess should awake she might not know what to do with herself, being all alone in this old palace; and this was what she did: she touched with her wand everything in the palace (except the King and Queen)--governesses, maids of honor, ladies of the bedchamber, gentlemen, officers, stewards, cooks, undercooks, scullions, guards, with their beefeaters, pages, footmen; she likewise touched all the horses which were in the stables, pads as well as others, the great dogs in the outward court and pretty little Mopsey too, the Princess's little spaniel, which lay by her on the bed.",lang
"Immediately upon her touching them they all fell asleep, that they might not awake before their mistress and that they might be ready to wait upon her when she wanted them.",lang
"The very spits at the fire, as full as they could hold of partridges and pheasants, did fall asleep also.",lang
All this was done in a moment.,lang
Fairies are not long in doing their business.,lang
"And now the King and the Queen, having kissed their dear child without waking her, went out of the palace and put forth a proclamation that nobody should dare to come near it.",lang
"This, however, was not necessary, for in a quarter of an hour's time there grew up all round about the park such a vast number of trees, great and small, bushes and brambles, twining one within another, that neither man nor beast could pass through; so that nothing could be seen but the very top of the towers of the palace; and that, too, not unless it was a good way off.",lang
"Nobody; doubted but the Fairy gave herein a very extraordinary sample of her art, that the Princess, while she continued sleeping, might have nothing to fear from any curious people.",lang
"When a hundred years were gone and passed the son of the King then reigning, and who was of another family from that of the sleeping Princess, being gone a-hunting on that side of the country, asked: What those towers were which he saw in the middle of a great thick wood?",lang
Everyone answered according as they had heard.,lang
"Some said: That it was a ruinous old castle, haunted by spirits.",lang
"Others, That all the sorcerers and witches of the country kept there their sabbath or night's meeting.",lang
"The common opinion was: That an ogre lived there, and that he carried thither all the little children he could catch, that he might eat them up at his leisure, without anybody being able to follow him, as having himself only the power to pass through the wood.",lang
"The Prince was at a stand, not knowing what to believe, when a very good countryman spake to him thus: ""May it please your royal highness, it is now about fifty years since I heard from my father, who heard my grandfather say, that there was then in this castle a princess, the most beautiful was ever seen; that she must sleep there a hundred years, and should be waked by a king's son, for whom she was reserved."" The young Prince was all on fire at these words, believing, without weighing the matter, that he could put an end to this rare adventure; and, pushed on by love and honor, resolved that moment to look into it.",lang
"Scarce had he advanced toward the wood when all the great trees, the bushes, and brambles gave way of themselves to let him pass through; he walked up to the castle which he saw at the end of a large avenue which he went into; and what a little surprised him was that he saw none of his people could follow him, because the trees closed again as soon as he had passed through them.",lang
"However, he did not cease from continuing his way; a young and amorous prince is always valiant.",lang
"He came into a spacious outward court, where everything he saw might have frozen the most fearless person with horror.",lang
"There reigned all over a most frightful silence; the image of death everywhere showed itself, and there was nothing to be seen but stretched-out bodies of men and animals, all seeming to be dead.",lang
"He, however, very well knew, by the ruby faces and pimpled noses of the beefeaters, that they were only asleep; and their goblets, wherein still remained some drops of wine, showed plainly that they fell asleep in their cups.",lang
"He then crossed a court paved with marble, went up the stairs and came into the guard chamber, where guards were standing in their ranks, with their muskets upon their shoulders, and snoring as loud as they could.",lang
"After that he went through several rooms full of gentlemen and ladies, all asleep, some standing, others sitting.",lang
"At last he came into a chamber all gilded with gold, where he saw upon a bed, the curtains of which were all open, the finest sight was ever beheld--a princess, who appeared to be about fifteen or sixteen years of age, and whose bright and, in a manner, resplendent beauty, had somewhat in it divine.",lang
"He approached with trembling and admiration, and fell down before her upon his knees.",lang
"And now, as the enchantment was at an end, the Princess awaked, and looking on him with eyes more tender than the first view might seem to admit of: ""Is it you, my Prince?"" said she to him.",lang
"""You have waited a long while."" The Prince, charmed with these words, and much more with the manner in which they were spoken, knew not how to show his joy and gratitude; he assured her that he loved her better than he did himself; their discourse was not well connected, they did weep more than talk--little eloquence, a great deal of love.",lang
